ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	剧情对话头像	声效	偏将加成	空行
11077	주연	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	여몽 이후 강릉에 주둔하면서 조진， 하후상， 장합 등 위나라 장수의 포위 공격을 6개월간 방어 한 명장.	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11078	황보숭	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	동한의 명장， 군대에서 많은 병사들이 그를 따랐으며， 진창에서 동탁과 함께 황건적을 대파 함.	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png								Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11079	관평	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	냉정하고 침착함. 무용은 부친 관우와 필적할 만 하며， 방덕과 삼십 여합이 지나도록 승부를 가르지 못함.	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11080	위연	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	촉나라의 무장으로 유비가 왕이된 후 한중도독 한중태수가 됨. 제갈량의 북벌에서 수차례 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11081	관색	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	관우의 셋째 아들로， 어릴 때부터 정의롭고 문무에 능함. 후에 포삼낭과 함께 제갈량을 따라 남만을 정벌.	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11082	하후패	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	위나라 명장 하후연의 아들. 후에 촉에 투항하여 동생이 장비의 아내가 되고 그 딸은 유선의 황후가 됨.	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11083	엄안	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	강주의 태수로， 후에 강주가 점령된 후 장비가 사면 함. 서촉에 머무르는 동안 그 명성을 온 나라에 떨침.	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11084	맹획	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	남중일대 소수민족의 수장. 제갈량의 칠종칠금에 결국 굴복하였으며 수하의 가장 강한 보병은 등갑병.	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png								0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
11085	원소	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	사세삼공 출신으로， 반동탁 연합군의 총사령관. 후에 계교에서 공손찬을 대파해 명성을 떨침.	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11086	화웅	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	동탁 수하의 심복대장으로， 사수관에서 반동탁 연합군의 공격을 막았으며， 유섭과 반봉을 사살함.	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png								Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11087	안량	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	4	30001	문추와 함께 자란 하북의 명장으로， 원소의 총애를 받았지만 백마전투에서 관우의 적수가 되지 못함.	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11088	문추	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	하북의 명장. 범상치 않은 용모를 지녔으며 안량과 매우 절친한 사이. 후에 안량과 함께 관우에게 패배.	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11089	진궁	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	여포의 제일 책사. 하비 전투에서 조조에게 패배하여 처형당하였으나 조조가 그 능력을 아까워 함.	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11090	공손찬	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	유비와 동문으로 황건의 난에서 삼만 정예부대를 이끌고 삼만을 참수하고， 포로 칠만을 노획 함.	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11091	고순	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	여포의 최강병 "함진영"의 수장. 하비성에서 하후돈과 삼십 여합으로 대결했으며 평생 여포에게 충성함.	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png								Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11092	이유	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist	0	4	4	30003	동탁의 수석 책사. 동탁을 위해 여포의 항복을 받아내고， 반동탁 연합군을 맞아 형양에서 조조를 대파 함.	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png								Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11093	장임	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	유장의 휘하로 성도를 지키며， 낙봉파에서 방통을 사살. 후에 유장은 투항했으나 끝까지 투항하지 않음. 	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11094	전위	99	58	72	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	조조의 호위무사. 여포와 수십 회합 겨루지만 승부를 내지 못했으며 조조를 따르는 동안 많은 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40052	5000	heroHead/50050.png	heroCard/40050.png								0	sound/skillRelasebefor/dianwei/dianwei.mp3	0.1	
11095	허저	98	57	74	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	엄청난 괴력과 우직한 성품으로 조조의 호위를 담당함. 조조가 죽었을 때 피를 토할 정도로 눈물을 흘림.	2	ArmyFormation/gouxingzhen.tmx	40053	5000	heroHead/50051.png	heroCard/40051.png								0	sound/skillRelasebefor/xuchu/xuchu.mp3	0.1	
11096	조창	89	44	58	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	조조의 차남으로 무예가 뛰어남. 오환 정벌 시 수령 가비를 굴복시켰으며 장성 이북지역을 호령.	6	ArmyFormation/zhuixingzhen.tmx	40056	2000	heroHead/50054.png	heroCard/40054.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11097	관색	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	관우의 셋째 아들로， 어릴 때부터 정의롭고 문무에 능함. 후에 포삼낭과 함께 제갈량을 따라 남만을 정벌.	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11098	장합	91	59	61	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	원소를 따르다가 후에 조조를 따름. 백전백승의 명장으로 가정전투에서 신위를 떨치고 마속을 대파함.	6	ArmyFormation/zhuixingzhen.tmx	40065	500	heroHead/50063.png	heroCard/40063.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11099	서황	92	65	62	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	위의 명장. 관도전투에서 정예병을 이끌고 원소의 보급 군량에 불을 질러 전투를 승리로 이끔.  	2	ArmyFormation/heyizhen.tmx	40066	500	heroHead/50064.png	heroCard/40064.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11100	우금	93	64	67	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	일찍이 조조를 따랐으나， 노년에 절조를 지키지 못하고 관우가 칠군을 수몰할 때 촉한에 투항 함.	3	ArmyFormation/yanxingzhen.tmx	40068	500	heroHead/50066.png	heroCard/40066.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11101	주태	89	57	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	2	30001	장흠과 양자강 지역에서 약탈을 일삼고 다녔으나， 후에 손책군에 합류하여 많은 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40075	2000	heroHead/50075.png	heroCard/40075.png								Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11102	능통	90	68	69	1	95	400	300	chaochao_plist	50	mozhua_plist	0	4	2	30002	합비전투에서 위기에 빠진 손권을 단 300명의 병사를 이끌고 구출해 낸 명장.	3	ArmyFormation/yanxingzhen.tmx	40076	2000	heroHead/50076.png	heroCard/40076.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11103	황개	89	69	71	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	2	30001	엄격하며 병사 훈련에 뛰어난 강동의 공신으로 적벽대전에서 고육지계로 조군군영에 화공을 이끔.	2	ArmyFormation/gouxingzhen.tmx	40078	2000	heroHead/50078.png	heroCard/40078.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11104	노숙	48	95	84	1	85	400	300	chaochao_plist	50	moyun_plist	0	4	2	30003	호족 출신으로 주유에게 가산의 반을 빌려주었으며， 후에 오촉연합군 결성에 중요한 역할을 함.	1	ArmyFormation/changshezhen.tmx	40079	2000	heroHead/50010.png	heroCard/40010.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11105	우번	43	88	57	1	85	400	400	zhouyu_plist	50	moyun_plist	0	4	2	30003	강직한 성격으로 수 차례 군주의 노여움을 샀으나， 제갈근의 요청으로 화를 면함.	1	ArmyFormation/changshezhen.tmx	40085	500	heroHead/50085.png	heroCard/40085.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11106	제갈근	47	94	59	1	95	400	300	zhouyu_plist	50	mozhua_plist	0	4	2	30002	제갈량의 형으로 강동의 중신이며， 효정전투 이후 오와 촉의 화해를 이끌어 냄	3	ArmyFormation/yanxingzhen.tmx	40086	500	heroHead/50086.png	heroCard/40086.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11107	반장	88	52	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	2	30001	성격이 거칠며， 형주전투에서 여몽을 따라 관우 부자를 맥성에서 사살함.	6	ArmyFormation/zhuixingzhen.tmx	40087	500	heroHead/50087.png	heroCard/40087.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11108	관색	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	관우의 셋째 아들로， 어릴 때부터 정의롭고 문무에 능함. 후에 포삼낭과 함께 제갈량을 따라 남만을 정벌.	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11109	하후패	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	위나라 명장 하후연의 아들. 후에 촉에 투항하여 동생이 장비의 아내가 되고 그 딸은 유선의 황후가 됨.	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11110	엄안	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	강주의 태수로， 후에 강주가 점령된 후 장비가 사면 함. 서촉에 머무르는 동안 그 명성을 온 나라에 떨침.	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11111	맹획	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	남중일대 소수민족의 수장. 제갈량의 칠종칠금에 결국 굴복하였으며 수하의 가장 강한 보병은 등갑병.	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png								0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
11112	원소	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	사세삼공 출신으로， 반동탁 연합군의 총사령관. 후에 계교에서 공손찬을 대파해 명성을 떨침.	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11113	화웅	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	동탁 수하의 심복대장으로， 사수관에서 반동탁 연합군의 공격을 막았으며， 유섭과 반봉을 사살함.	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png								Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11114	안량	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	4	30001	문추와 함께 자란 하북의 명장으로， 원소의 총애를 받았지만 백마전투에서 관우의 적수가 되지 못함.	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11115	문추	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	하북의 명장. 범상치 않은 용모를 지녔으며 안량과 매우 절친한 사이. 후에 안량과 함께 관우에게 패배.	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11116	진궁	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	여포의 제일 책사. 하비 전투에서 조조에게 패배하여 처형당하였으나 조조가 그 능력을 아까워 함.	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11117	공손찬	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	유비와 동문으로 황건의 난에서 삼만 정예부대를 이끌고 삼만을 참수하고， 포로 칠만을 노획 함.	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11118	고순	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	여포의 최강병 "함진영"의 수장. 하비성에서 하후돈과 삼십 여합으로 대결했으며 평생 여포에게 충성함.	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png								Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11119	이유	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist	0	4	4	30003	동탁의 수석 책사. 동탁을 위해 여포의 항복을 받아내고， 반동탁 연합군을 맞아 형양에서 조조를 대파 함.	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png								Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11120	장임	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	유장의 휘하로 성도를 지키며， 낙봉파에서 방통을 사살. 후에 유장은 투항했으나 끝까지 투항하지 않음. 	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11121	유비	95	89	98	1	95	140	300	liubei_plist	50	ziyun_plist	0	5	1	30001	촉나라의 황제. 삼국 난세의 수많은 영웅 중에서도 인재를 대하는 법을 아는 영웅으로 평가됨.	5	ArmyFormation/heyizhen.tmx	40007	5000	heroHead/50001.png	heroCard/40001.png								Dialogue/liubei.png	sound/skillRelasebefor/liubei/liubei.mp3	0.1	
11122	관우	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 촉의 오호대장군의 수장. 안량， 문추를 참하고， 칠군을 수몰시켜 세상에 위세를 떨침.	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png								Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
11123	장비	110	78	88	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 용맹하고 불의를 참지 못하나 경솔함. 촉 제일의 맹장으로 촉한 건립에 혁혁한 공을 세움.	2	ArmyFormation/gouxingzhen.tmx	40009	5000	heroHead/50003.png	heroCard/40003.png								Dialogue/zhangfei.png	sound/skillRelasebefor/zhangfei/zhangfei.mp3	0.1	
11124	마초	107	81	87	1	100	140	300	ganling_plist	50	ziyun_plist	0	5	1	30001	관중 지역 제일의 맹장이며 동관전투에서 조조에게 대패한 후에 유비에게 투항. 촉한 오호대장 중 한명.	2	ArmyFormation/gouxingzhen.tmx	40010	5000	heroHead/50004.png	heroCard/40004.png								0	sound/skillRelasebefor/machao/machao.mp3	0.1	
11125	조운	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	촉한의 명장으로 일찍이 공손찬을 따르다가 후에 유비를 섬김. 유비의 호위장군으로 불패의 명장. 	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png								0	sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.1	
11126	제갈량	79	112	107	1	85	400	400	zhugeliang_plist	50	jianshu_plist	0	5	1	30003	촉한의 승상. 적벽에서 조조를 대파하고 형주와 익주를 점령한 삼국시대 최고의 불세출의 지략가.	1	ArmyFormation/changshezhen.tmx	40011	5000	heroHead/50006.png	heroCard/40006.png								0	sound/skillRelasebefor/zhugeliang/zhugeliang.mp3	0.1	
11127	손상향	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist	0	5	1	30003	주유에 의해 유비와 부부의 연을 맺음. 유비와 부부가 된 후 모략을 써 유비를 도와 형주를 탈환 함.	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png								Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.1	
11128	강유	96	99	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	1	30002	촉의 북벌 시， 제갈량에 의해  중용되어<병서이십사편>을 전수 받음. 촉 후기의 대장군.	3	ArmyFormation/yanxingzhen.tmx	40015	2000	heroHead/50081.png	heroCard/40081.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11129	제갈과	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	제갈량과 황월영의 딸. 성도에서 전란을 피하며 선도를 수련해 하늘로 올라가 신선이 되었다 함.	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
11130	채문희	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	4	30004	채옹의 딸. 흉노 좌현왕에게 포로로 잡혀 갔다가 조조가 북방을 정벌하고 승상이 되었을 때 되찾아 옴.	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png								0	sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.1	
11131	동탁	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	폭군. 법령을 마음대로 바꾸어 국가를 어지럽히고 조정의 대권을 장악. 낙양에 불을 지르고 학살을 자행.	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png								0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
11132	여포	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist	0	5	4	30001	인중여포라 할만큼 천하무쌍의 맹장으로 그의 방천화극을 상대할 적이 없는 삼국시대 최고의 맹장.	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png								Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.1	
